customer_id,number_of_visits,product_views,cart_additions,checkout_started,previous_purchases,average_order_value,days_since_last_activity,customer_value,discount_used,email_engagement,session_duration,potential_lost_sale,recovered,recovery_probability_true
CUST-1927,4,4,1,1,3,122.09,12,Medium,0,0.14,383.2,1,1,0.51
CUST-1928,6,15,7,0,1,68.35,2,Low,1,0.14,1387.1,1,0,0.808
CUST-1929,7,19,8,0,4,61.64,3,Medium,0,0.12,1370.2,0,0,0.746
CUST-1930,13,40,12,1,5,62.14,11,Medium,1,0.28,2978.2,0,0,0.739
CUST-1931,8,12,1,0,2,187.99,1,Medium,0,0.49,922.3,1,0,0.887
CUST-1932,9,20,7,1,0,96.01,3,Low,0,0.43,1650.5,1,1,0.525
CUST-1933,10,42,18,1,8,122.5,4,High,0,0.43,3639.2,1,1,0.889
CUST-1934,9,21,10,1,2,72.64,2,Low,0,0.36,1374.9,1,1,0.782
CUST-1935,1,5,4,0,0,226.96,2,Low,1,0.85,531.0,0,0,0.84
CUST-1936,5,24,11,0,5,140.24,4,High,0,0.46,1901.7,0,0,0.895
CUST-1937,3,5,2,1,0,156.43,9,Low,1,0.62,395.3,1,0,0.589
CUST-1938,17,75,26,1,1,163.43,12,Medium,0,0.35,9131.1,1,1,0.613
CUST-1939,8,33,14,1,1,172.43,24,Medium,0,0.48,1844.0,1,0,0.327
CUST-1940,4,14,6,0,1,232.3,1,Medium,0,0.3,1414.0,1,1,0.843
CUST-1941,7,17,6,1,4,190.91,2,High,1,0.09,1056.5,1,1,0.904
CUST-1942,5,6,1,0,3,87.67,9,Medium,1,0.37,763.8,1,1,0.812
CUST-1943,9,37,17,1,2,93.81,5,Medium,0,0.3,4335.5,1,1,0.769
CUST-1944,2,9,3,1,1,409.28,3,Medium,1,0.35,737.2,1,1,0.895
CUST-1945,4,10,3,1,0,213.76,2,Low,0,0.3,1205.5,0,0,0.49
CUST-1946,4,17,7,0,0,345.67,2,Low,1,0.17,1201.7,0,0,0.574
CUST-1947,17,55,21,1,2,126.56,4,Medium,1,0.21,3174.6,0,0,0.851
CUST-1948,5,17,4,0,1,267.9,2,Medium,1,0.17,1243.6,1,1,0.87
CUST-1949,16,49,20,1,5,174.99,20,High,1,0.32,3513.9,1,0,0.632
CUST-1950,8,10,3,1,1,160.87,1,Medium,1,0.02,871.5,1,1,0.848
CUST-1951,11,25,7,0,0,142.88,26,Low,1,0.26,1942.2,1,0,0.083
CUST-1952,9,37,12,0,4,201.15,12,High,0,0.49,2886.6,1,0,0.776
CUST-1953,4,8,4,0,4,178.52,4,High,0,0.49,860.4,1,1,0.9
CUST-1954,12,25,13,1,0,129.89,9,Low,1,0.35,1667.5,1,0,0.455
CUST-1955,6,24,10,1,0,107.26,7,Low,1,0.35,1216.9,1,1,0.515
CUST-1956,3,7,4,1,2,131.73,2,Medium,0,0.49,748.3,1,1,0.874
CUST-1957,5,7,1,1,1,141.07,3,Low,0,0.65,694.9,1,1,0.851
CUST-1958,4,17,3,0,1,117.34,5,Low,1,0.08,999.3,1,1,0.723
CUST-1959,10,44,16,1,1,92.22,7,Low,1,0.29,2527.4,1,1,0.758
CUST-1960,6,19,5,1,5,145.45,5,High,0,0.45,1690.6,1,1,0.881
CUST-1961,6,14,7,1,0,169.18,4,Low,0,0.31,937.1,0,0,0.435
CUST-1962,5,20,8,1,1,159.33,4,Medium,0,0.16,2354.6,1,1,0.739
CUST-1963,4,16,9,1,2,81.5,5,Medium,0,0.35,1021.2,1,1,0.786
CUST-1964,10,15,4,1,0,281.27,4,Low,1,0.52,839.0,1,0,0.681
CUST-1965,11,33,11,1,0,312.33,5,Low,1,0.86,2684.1,1,1,0.789
CUST-1966,4,16,6,1,2,186.52,14,Medium,0,0.64,1949.7,1,1,0.69
CUST-1967,2,3,0,1,0,203.33,7,Low,0,0.46,333.6,0,0,0.421
CUST-1968,5,20,7,1,5,156.9,8,High,1,0.39,1582.8,1,1,0.893
CUST-1969,8,33,11,1,1,165.09,6,Medium,0,0.63,1595.5,1,1,0.851
CUST-1970,6,25,8,0,2,59.9,7,Low,0,0.42,2103.9,1,1,0.69
CUST-1971,3,6,2,0,2,135.26,6,Medium,1,0.52,532.3,0,0,0.893
CUST-1972,15,31,5,0,0,136.17,1,Low,1,0.22,3029.7,1,1,0.627
CUST-1973,2,9,3,0,4,307.86,47,High,0,0.2,845.7,1,0,0.028
CUST-1974,7,31,10,1,1,123.4,1,Low,1,0.37,2063.2,1,1,0.883
CUST-1975,5,12,0,0,1,279.13,4,Medium,0,0.11,672.8,0,0,0.719
CUST-1976,2,11,3,1,2,142.76,1,Medium,0,0.26,1237.0,1,1,0.832
CUST-1977,5,16,4,1,0,115.41,1,Low,0,0.45,1565.5,1,1,0.594
CUST-1978,6,24,8,0,4,61.74,10,Medium,0,0.42,2667.0,1,1,0.698
CUST-1979,7,21,5,1,1,163.9,4,Medium,0,0.37,1514.8,1,1,0.812
CUST-1980,7,15,5,0,3,98.31,10,Medium,0,0.03,1455.8,1,1,0.515
CUST-1981,8,14,6,0,2,65.77,2,Low,1,0.35,815.8,0,0,0.865
CUST-1982,5,10,4,1,0,185.96,2,Low,1,0.74,844.4,1,1,0.808
CUST-1983,10,45,18,0,0,166.82,2,Low,0,0.54,4291.0,0,0,0.608
CUST-1984,7,22,7,1,2,173.34,6,Medium,0,0.14,2515.4,1,1,0.681
CUST-1985,6,9,3,1,1,142.19,11,Low,0,0.82,757.2,1,1,0.754
CUST-1986,5,23,10,0,1,102.73,4,Low,0,0.3,2454.0,0,0,0.715
CUST-1987,5,7,2,1,1,86.38,3,Low,0,0.52,773.4,1,1,0.815
CUST-1988,11,13,5,0,9,263.36,22,High,1,0.39,1032.8,1,1,0.608
CUST-1989,9,38,13,1,2,192.84,1,Medium,0,0.37,4377.6,1,1,0.861
CUST-1990,3,8,2,1,1,215.09,5,Medium,0,0.16,758.7,1,1,0.715
CUST-1991,3,16,7,0,1,132.41,4,Low,0,0.14,1594.9,0,0,0.646
CUST-1992,2,10,2,1,1,96.8,1,Low,0,0.21,868.6,1,1,0.75
CUST-1993,15,31,10,1,3,91.96,2,Medium,1,0.22,2573.4,1,1,0.881
CUST-1994,9,29,8,1,4,146.8,1,High,0,0.29,3211.0,1,0,0.897
CUST-1995,5,23,7,0,0,98.73,13,Low,0,0.35,1585.0,1,0,0.221
CUST-1996,4,7,1,1,1,56.76,6,Low,1,0.67,513.8,1,1,0.883
CUST-1997,12,49,18,0,3,181.76,11,High,0,0.72,5508.6,1,1,0.861
CUST-1998,6,27,12,1,2,215.06,5,Medium,0,0.46,2936.8,1,1,0.821
CUST-1999,3,6,3,1,0,109.78,6,Low,1,0.74,569.9,1,1,0.723
CUST-2000,3,7,2,0,1,64.48,8,Low,1,0.74,565.6,1,0,0.872
CUST-2001,3,10,7,1,0,152.74,15,Low,0,0.28,996.3,1,0,0.162
CUST-2002,6,18,7,1,0,131.67,1,Low,0,0.19,962.1,1,1,0.465
CUST-2003,7,8,2,0,4,118.91,3,Medium,1,0.53,657.8,0,0,0.924
CUST-2004,6,14,7,0,3,171.78,8,High,0,0.29,757.2,0,0,0.789
CUST-2005,5,24,10,1,1,149.2,20,Low,0,0.67,2285.2,1,0,0.435
CUST-2006,2,11,5,1,3,168.85,24,High,0,0.41,635.7,1,0,0.411
CUST-2007,3,13,3,0,5,146.14,7,High,0,0.52,1327.9,1,1,0.87
CUST-2008,4,19,6,0,7,98.62,2,High,0,0.7,1920.2,0,0,0.946
CUST-2009,10,44,19,0,0,95.27,1,Low,0,0.41,3740.2,1,1,0.574
CUST-2010,9,11,4,1,2,142.3,18,Medium,1,0.26,751.4,1,1,0.54
CUST-2011,14,59,22,0,0,208.18,4,Low,0,0.46,3271.5,0,0,0.51
CUST-2012,5,21,8,1,2,147.79,2,Medium,0,0.15,1541.3,1,1,0.779
CUST-2013,11,22,10,1,2,104.14,17,Medium,0,0.42,1906.2,1,1,0.5
CUST-2014,6,25,7,1,1,152.44,1,Medium,1,0.48,2420.2,1,1,0.933
CUST-2015,16,49,18,1,3,155.2,8,Medium,0,0.33,2304.9,1,1,0.711
CUST-2016,6,9,2,1,0,99.08,6,Low,0,0.53,1042.3,1,1,0.485
CUST-2017,5,6,3,1,1,310.29,1,Medium,0,0.28,636.9,1,1,0.838
CUST-2018,4,8,4,1,1,203.47,3,Medium,0,0.57,741.5,1,0,0.879
CUST-2019,2,10,1,1,5,132.69,1,High,1,0.6,846.5,1,1,0.967
CUST-2020,9,37,14,1,1,299.71,6,Medium,0,0.76,4145.0,1,1,0.881
CUST-2021,5,6,2,1,2,164.26,4,Medium,0,0.4,741.8,1,1,0.821
CUST-2022,11,34,9,1,5,158.24,1,High,1,0.33,4134.6,1,1,0.945
CUST-2023,16,35,12,1,2,251.61,23,High,0,0.74,2620.4,1,0,0.603
CUST-2024,5,23,6,1,8,204.13,3,High,0,0.39,2765.7,0,0,0.893
CUST-2025,10,32,11,1,1,174.72,2,Medium,0,0.38,1735.2,1,0,0.848
CUST-2026,3,14,4,0,0,117.32,2,Low,1,0.27,1211.9,1,0,0.622
CUST-2027,13,30,12,0,1,141.35,2,Low,0,0.78,2431.8,1,1,0.893
CUST-2028,5,16,7,0,3,131.64,43,Medium,0,0.57,1313.9,1,0,0.056
CUST-2029,14,58,21,1,0,105.06,3,Low,0,0.61,5411.0,1,1,0.613
CUST-2030,5,17,2,1,4,355.51,4,High,0,0.82,1112.8,1,1,0.946
CUST-2031,7,9,5,1,2,204.9,13,Medium,1,0.37,1067.8,1,1,0.727
CUST-2032,2,11,5,0,2,129.36,7,Medium,1,0.75,986.4,0,0,0.921
CUST-2033,7,23,4,1,0,166.96,3,Low,1,0.69,2650.8,0,0,0.772
CUST-2034,7,8,4,1,1,132.3,14,Low,1,0.34,430.5,1,1,0.599
CUST-2035,8,19,5,1,1,97.43,9,Low,1,0.52,1809.1,1,1,0.796
CUST-2036,7,30,11,1,2,56.32,2,Low,0,0.8,2338.6,1,1,0.897
CUST-2037,13,54,19,0,3,173.31,7,High,0,0.31,4621.0,1,1,0.815
CUST-2038,3,10,3,0,6,143.42,16,High,0,0.6,1099.7,0,0,0.727
CUST-2039,7,7,4,0,4,229.75,5,High,0,0.18,525.0,1,1,0.812
CUST-2040,7,19,6,1,4,110.28,8,Medium,0,0.78,1322.0,1,1,0.858
CUST-2041,12,49,12,0,1,229.92,22,Medium,0,0.33,4885.6,0,0,0.314
CUST-2042,5,16,9,1,3,241.56,8,High,0,0.36,1514.8,1,1,0.812
CUST-2043,5,7,4,0,4,67.62,1,Medium,0,0.36,512.5,1,1,0.858
CUST-2044,10,11,5,1,2,215.86,2,Medium,1,0.21,984.4,1,1,0.879
CUST-2045,8,9,3,1,1,200.06,6,Medium,0,0.5,804.6,1,1,0.815
CUST-2046,5,10,2,1,1,137.15,2,Low,0,0.46,1080.5,1,1,0.815
CUST-2047,10,21,9,1,1,228.11,19,Medium,1,0.13,1066.8,1,0,0.445
CUST-2048,5,16,3,0,2,211.78,4,Medium,0,0.42,1491.3,1,1,0.826
CUST-2049,5,16,3,0,3,150.19,4,Medium,0,0.32,1595.9,1,1,0.796
CUST-2050,3,4,1,1,4,66.04,8,Medium,0,0.46,508.1,1,1,0.761
CUST-2051,6,18,4,1,5,126.52,5,High,1,0.78,2041.5,1,1,0.963
CUST-2052,5,13,1,1,4,217.2,3,High,1,0.51,1132.9,1,1,0.951
CUST-2053,2,7,2,0,2,163.04,1,Medium,0,0.23,644.5,1,1,0.823
CUST-2054,3,8,1,1,2,115.47,6,Medium,0,0.26,489.0,1,1,0.731
CUST-2055,4,13,3,1,3,145.76,13,Medium,0,0.7,949.1,1,1,0.739
CUST-2056,10,41,10,1,0,149.99,7,Low,0,0.39,2206.7,1,1,0.387
CUST-2057,10,21,6,1,1,95.84,3,Low,1,0.14,2385.9,1,0,0.789
CUST-2058,1,5,2,0,1,113.77,1,Low,1,0.1,569.1,0,0,0.815
CUST-2059,12,28,12,1,4,343.3,11,High,0,0.53,2306.9,1,1,0.808
CUST-2060,4,17,6,1,2,35.81,18,Low,1,0.7,1179.9,1,1,0.655
CUST-2061,7,29,10,0,8,145.0,3,High,0,0.11,1732.9,1,0,0.826
CUST-2062,14,42,9,1,2,217.2,8,Medium,1,0.54,4698.7,0,0,0.872
CUST-2063,2,7,1,1,1,143.9,4,Low,1,0.44,939.2,1,0,0.858
CUST-2064,13,56,17,1,5,108.28,5,High,0,0.41,3786.3,1,1,0.872
CUST-2065,2,6,2,1,0,122.23,11,Low,1,0.63,584.0,1,1,0.535
CUST-2066,4,16,7,1,4,303.71,1,High,0,0.09,1070.2,1,1,0.853
CUST-2067,8,19,7,0,0,189.95,5,Low,0,0.29,1284.7,1,1,0.397
CUST-2068,3,14,4,0,0,184.83,2,Low,1,0.15,701.7,0,0,0.565
CUST-2069,9,27,7,0,2,136.82,3,Medium,0,0.51,2482.9,0,0,0.865
CUST-2070,9,39,16,0,4,159.11,7,High,0,0.35,2366.8,0,0,0.826
CUST-2071,3,12,4,1,4,88.62,1,Medium,1,0.54,625.3,0,0,0.94
CUST-2072,4,14,6,1,1,311.79,6,Medium,1,0.0,843.4,1,1,0.746
CUST-2073,9,28,10,1,1,359.31,2,Medium,0,0.19,2006.6,1,1,0.792
CUST-2074,4,18,8,0,0,195.52,7,Low,0,0.7,1837.8,1,1,0.54
CUST-2075,5,21,10,1,0,144.48,1,Low,0,0.43,1323.2,1,0,0.584
CUST-2076,5,15,8,1,3,154.07,8,Medium,0,0.22,1742.5,1,1,0.664
CUST-2077,23,27,10,1,3,177.84,7,High,1,0.26,1958.0,1,1,0.879
CUST-2078,6,7,2,1,1,88.24,22,Low,0,0.79,640.6,1,0,0.435
CUST-2079,3,7,2,1,0,125.23,15,Low,0,0.38,577.8,1,1,0.192
CUST-2080,5,12,7,0,0,89.61,2,Low,0,0.33,914.1,1,1,0.505
CUST-2081,4,5,2,1,11,194.98,1,High,0,0.68,351.7,0,0,0.95
CUST-2082,9,39,10,0,2,75.69,7,Medium,1,0.21,2756.5,1,1,0.799
CUST-2083,7,9,3,1,1,92.42,6,Low,0,0.38,1073.3,1,1,0.698
CUST-2084,5,21,5,0,0,205.95,1,Low,0,0.37,2074.4,1,1,0.555
CUST-2085,10,20,7,0,1,159.39,1,Medium,1,0.48,2301.9,1,1,0.933
CUST-2086,4,16,6,0,1,288.42,6,Medium,0,0.81,899.6,1,1,0.891
CUST-2087,6,28,9,1,2,124.58,15,Medium,0,0.07,2305.4,1,1,0.387
CUST-2088,2,12,2,1,5,134.19,15,High,0,0.43,820.9,1,0,0.681
CUST-2089,4,7,4,1,2,260.86,1,High,0,0.24,813.5,1,1,0.887
CUST-2090,5,16,7,1,0,231.02,3,Low,0,0.44,1968.5,1,0,0.53
CUST-2091,8,33,14,1,0,207.87,1,Low,0,0.66,3638.9,1,1,0.69
CUST-2092,9,13,4,0,0,101.28,4,Low,0,0.52,726.2,1,0,0.54
CUST-2093,6,7,3,1,3,105.21,9,Medium,1,0.19,649.2,1,1,0.75
CUST-2094,5,8,3,1,1,139.24,10,Low,0,0.38,420.8,1,1,0.589
CUST-2095,14,43,12,1,2,137.64,5,Medium,1,0.14,2197.7,1,1,0.815
CUST-2096,3,12,2,0,1,16.01,1,Low,1,0.09,742.4,1,1,0.812
CUST-2097,7,23,7,0,1,102.15,3,Low,0,0.12,1684.3,1,1,0.664
CUST-2098,3,11,2,1,1,122.1,17,Low,0,0.61,831.7,1,0,0.495
CUST-2099,5,13,10,1,0,141.0,2,Low,0,0.35,1051.3,1,0,0.515
CUST-2100,7,24,5,0,0,225.42,3,Low,0,0.63,1864.7,1,1,0.622
CUST-2101,9,29,10,1,2,252.65,9,High,1,0.35,3052.6,1,1,0.872
CUST-2102,5,16,5,1,1,191.95,8,Medium,0,0.7,995.0,1,1,0.838
CUST-2103,15,61,19,0,2,70.06,15,Low,1,0.18,3622.3,1,1,0.49
CUST-2104,8,34,12,0,1,238.51,3,Medium,1,0.57,3200.4,0,0,0.93
CUST-2105,4,14,3,1,2,192.36,5,Medium,0,0.61,1284.0,1,1,0.861
CUST-2106,6,15,7,1,3,211.34,4,High,0,0.43,919.1,1,1,0.889
CUST-2107,4,16,5,1,3,105.02,16,Medium,0,0.14,1787.9,1,0,0.392
CUST-2108,6,10,4,1,2,265.24,9,High,1,0.2,865.8,1,1,0.835
CUST-2109,14,59,23,1,1,132.03,11,Low,1,0.29,4439.7,1,0,0.659
CUST-2110,16,16,8,1,2,101.53,1,Medium,0,0.56,1300.8,1,1,0.9
CUST-2111,5,22,10,1,2,199.68,10,Medium,0,0.83,1589.5,1,1,0.84
CUST-2112,5,15,6,1,5,140.08,4,High,0,0.09,1467.9,1,1,0.802
CUST-2113,4,18,6,1,9,189.78,1,High,1,0.39,1364.9,1,1,0.951
CUST-2114,7,22,8,1,2,121.75,1,Medium,1,0.21,1538.2,1,1,0.891
CUST-2115,5,19,8,1,1,85.27,7,Low,0,0.46,2311.3,1,1,0.707
CUST-2116,10,41,18,1,5,120.34,3,High,0,0.35,2899.5,1,1,0.885
CUST-2117,17,17,4,1,1,76.54,13,Low,0,0.56,1686.0,1,1,0.589
CUST-2118,6,8,2,1,1,192.64,8,Medium,0,0.47,631.2,1,1,0.765
CUST-2119,12,50,20,0,3,40.18,1,Low,1,0.45,4050.4,0,0,0.898
CUST-2120,4,13,4,1,1,231.89,7,Medium,0,0.59,847.6,0,0,0.823
CUST-2121,8,10,3,0,4,79.51,2,Medium,1,0.44,1103.5,0,0,0.92
CUST-2122,4,11,3,1,3,219.06,4,High,0,0.37,1251.7,1,1,0.877
CUST-2123,7,23,9,1,1,182.27,6,Medium,0,0.63,1229.1,1,1,0.851
CUST-2124,8,33,22,1,0,51.0,13,Low,0,0.55,1735.6,1,0,0.297
CUST-2125,6,18,6,1,0,156.63,4,Low,1,0.39,2120.1,1,0,0.622
CUST-2126,11,24,6,0,0,74.3,10,Low,1,0.49,2799.8,1,0,0.495
CUST-2127,6,14,3,0,3,157.0,10,Medium,0,0.27,1231.0,0,0,0.632
CUST-2128,2,3,0,1,0,105.99,4,Low,0,0.7,314.3,0,0,0.627
CUST-2129,10,23,8,1,4,51.52,5,Medium,0,0.28,2587.6,1,0,0.761
CUST-2130,8,25,9,1,1,178.16,8,Medium,0,0.24,1437.7,0,0,0.673
CUST-2131,19,23,6,1,4,137.75,1,High,1,0.24,2193.5,1,1,0.935
CUST-2132,7,17,7,1,2,144.01,14,Medium,0,0.6,1452.4,0,0,0.673
CUST-2133,6,10,4,1,0,56.26,9,Low,0,0.54,1111.1,1,1,0.401
CUST-2134,12,15,4,0,1,53.25,2,Low,1,0.14,844.6,0,0,0.808
CUST-2135,10,40,13,0,0,125.72,24,Low,0,0.49,3725.3,1,0,0.091
CUST-2136,11,14,9,1,0,216.3,2,Low,0,0.3,1344.1,1,0,0.49
CUST-2137,6,7,2,1,0,194.18,15,Low,0,0.8,880.4,1,0,0.354
CUST-2138,8,16,7,1,0,175.68,3,Low,1,0.1,1662.1,1,1,0.51
CUST-2139,10,32,11,1,1,246.25,9,Medium,0,0.22,3623.1,1,1,0.636
CUST-2140,5,18,8,1,1,108.66,4,Low,0,0.73,2095.2,1,0,0.856
CUST-2141,2,7,3,0,0,180.41,9,Low,1,0.54,651.8,1,0,0.55
CUST-2142,4,12,5,1,2,63.62,2,Low,0,0.42,703.5,0,0,0.802
CUST-2143,14,14,7,1,1,353.0,2,Medium,1,0.4,1366.1,1,1,0.914
CUST-2144,11,47,22,1,0,99.78,1,Low,1,0.44,5285.9,0,0,0.723
CUST-2145,10,12,4,1,3,174.21,13,High,0,0.13,717.5,0,0,0.599
CUST-2146,7,12,3,0,3,285.84,3,High,1,0.75,1145.1,1,1,0.969
CUST-2147,9,39,13,1,4,119.87,8,Medium,0,0.35,2229.1,1,1,0.719
CUST-2148,2,5,2,0,3,172.35,11,High,0,0.02,336.1,1,0,0.603
CUST-2149,3,4,2,1,0,155.3,14,Low,1,0.4,549.5,1,0,0.336
CUST-2150,3,4,0,0,0,117.12,1,Low,0,0.24,471.6,0,0,0.49
CUST-2151,6,14,2,1,3,105.62,14,Medium,0,0.57,1369.5,1,1,0.659
CUST-2152,13,13,5,1,0,78.56,2,Low,1,0.6,1453.2,1,0,0.761
CUST-2153,2,6,1,0,6,29.7,9,Medium,0,0.5,383.0,1,1,0.754
CUST-2154,17,51,18,0,0,132.57,8,Low,0,0.36,2857.6,1,0,0.345
CUST-2155,6,14,6,0,0,101.06,1,Low,1,0.39,1617.8,1,0,0.703
CUST-2156,5,7,3,1,14,24.09,2,Medium,1,0.79,647.2,0,0,0.959
CUST-2157,4,5,0,1,1,97.89,5,Low,1,0.44,438.9,1,1,0.843
CUST-2158,7,29,8,0,2,185.89,4,Medium,1,0.32,2952.3,1,1,0.877
CUST-2159,12,51,15,1,4,150.52,16,High,1,0.15,5825.8,1,1,0.664
CUST-2160,11,46,14,0,0,222.76,3,Low,1,0.3,4524.7,0,0,0.608
CUST-2161,6,11,4,1,1,116.53,17,Low,0,0.45,1235.8,1,1,0.416
CUST-2162,7,8,3,1,5,81.72,4,Medium,1,0.57,678.2,1,1,0.921
CUST-2163,6,28,8,1,5,187.2,21,High,0,0.25,1995.7,1,1,0.421
CUST-2164,8,26,6,0,1,191.54,9,Medium,0,0.75,2952.0,0,0,0.835
CUST-2165,1,5,1,1,3,162.35,11,Medium,0,0.8,572.2,1,1,0.815
CUST-2166,12,38,20,1,4,96.64,1,Medium,0,0.14,2522.4,1,1,0.796
CUST-2167,2,10,3,1,4,144.99,6,High,0,0.44,985.0,1,1,0.865
CUST-2168,8,16,8,1,1,79.92,1,Low,0,0.37,1600.8,1,1,0.805
CUST-2169,6,25,11,1,1,100.36,3,Low,0,0.27,1609.9,1,1,0.727
CUST-2170,10,11,4,1,0,236.06,6,Low,0,0.55,1117.5,1,0,0.495
CUST-2171,2,11,5,0,0,111.77,8,Low,0,0.6,587.9,1,1,0.46
CUST-2172,2,7,1,0,2,211.25,1,Medium,1,0.29,506.3,0,0,0.906
CUST-2173,4,5,2,0,2,166.67,5,Medium,1,0.2,533.8,0,0,0.832
CUST-2174,3,9,2,0,1,283.0,5,Medium,1,0.37,657.0,1,1,0.874
CUST-2175,6,26,11,1,5,163.81,1,High,0,0.39,1715.2,1,1,0.914
CUST-2176,11,17,3,1,3,159.18,5,Medium,1,0.52,1967.1,1,1,0.904
CUST-2177,6,10,5,1,2,63.93,8,Low,0,0.46,1077.0,1,1,0.681
CUST-2178,4,13,2,1,0,101.74,1,Low,0,0.52,1212.4,0,0,0.627
CUST-2179,5,16,8,0,1,125.52,9,Low,1,0.55,1056.2,0,0,0.805
CUST-2180,6,25,7,1,9,332.62,6,High,1,0.33,1865.1,1,0,0.904
CUST-2181,3,8,3,0,0,105.34,11,Low,1,0.58,744.2,1,0,0.51
CUST-2182,11,13,4,1,2,82.55,2,Medium,0,0.65,856.0,1,1,0.906
CUST-2183,11,40,13,0,0,69.91,11,Low,0,0.18,3328.7,1,1,0.204
CUST-2184,5,23,9,1,0,62.91,1,Low,1,0.55,1835.5,0,0,0.765
CUST-2185,7,22,11,1,1,338.0,4,Medium,1,0.27,1869.9,1,1,0.865
CUST-2186,6,25,5,0,6,153.71,2,High,1,0.22,1447.8,0,0,0.924
CUST-2187,5,16,8,1,3,87.75,13,Medium,1,0.58,963.7,1,1,0.802
CUST-2188,1,3,1,0,2,249.37,8,Medium,0,0.16,445.2,1,1,0.636
CUST-2189,2,4,2,1,3,299.91,1,High,0,0.74,506.4,1,1,0.955
CUST-2190,3,11,3,1,1,89.72,1,Low,0,0.38,969.7,1,1,0.808
CUST-2191,5,6,2,0,6,114.49,3,High,0,0.63,787.0,1,0,0.931
CUST-2192,7,31,14,1,2,231.78,1,Medium,0,0.59,3065.1,1,1,0.906
CUST-2193,8,17,5,0,3,192.7,6,High,0,0.29,1091.3,1,1,0.826
CUST-2194,9,9,3,1,2,130.99,7,Medium,1,0.37,656.1,1,1,0.846
CUST-2195,10,32,6,1,0,234.62,18,Low,1,0.42,2256.1,1,0,0.246
CUST-2196,2,7,1,1,2,62.71,19,Low,1,0.17,738.7,1,0,0.368
CUST-2197,5,7,3,1,2,28.41,7,Low,0,0.35,684.9,1,1,0.659
CUST-2198,1,6,3,1,1,80.76,1,Low,0,0.28,720.8,0,0,0.776
CUST-2199,7,15,6,1,0,99.01,3,Low,1,0.54,1654.1,1,1,0.715
